Scene Description,Type,Content,Sentiment Score
ALLYSON,Character,Dad! 26. ,0.0
RAY,Character,It's true. I learned a lot about myself. ,0.35
CAMERON,Character,"He, um... He's weird. ",-0.5
SHANAH,Character,"Come on Ray, that's like a massive over-share for our new friend. (changing the subject) Do you have any special All Hallow's Eve plans? Allyson looks to Cameron. ",0.0817099567099567
SHANAH (CONT'D),Scene,"Why don't you and Cameron have a little fun tomorrow night. I hear there's a thing at school. What is it, a dance or something? Shanah and Ray smile knowingly. ",0.13749999999999998
SHANAH (CONT'D),Scene,Moms talk too. Everyone is happy for a moment. ,0.8
LAURIE (O.S.),Scene,"There you guys are. Laurie walks up.   She's a little buzzed, twitchy, sniffling. ",-0.1875
SHANAH,Character,Mom? ,0.0
ALLYSON,Character,Hey! I didn't think you were coming. Laurie looks to Allyson and winks. ,0.0
LAURIE,Character,Wrapped up later than expected. Laurie looks to Cameron. ,-0.05
LAURIE (CONT'D),Scene,And you must be the new heart throb. What's your name? Laurie holds out her hand. Cameron shakes it. 27. ,0.13636363636363635
CAMERON,Character,Cameron Elam. Nice to meet you. ,0.6
LAURIE,Character,He's got a firm handshake. Not wet and clammy like Ray's. ,-0.07500000000000001
RAY,Character,"Wonderful to see you, Laurie. We're casually getting to know Cameron here and we're having a nice little celebration in honor of Ally- ",0.22812499999999997
LAURIE,Character,"We've all got something to celebrate tonight, don't we? How was the ceremony? ",0.0
SHANAH,Character,"It was very nice. Want to have a seat, Mom? Laurie notices Allyson's honor award and picks it up. ",0.78
SHANAH (CONT'D),Scene,,0.0
(DISCREET),Scene,What are you on? ,0.0
ALLYSON,Character,Mom! Laurie grabs a chair and pulls it up next to their table. ,0.0
LAURIE,Character,I'm used to it. I'm a bad mom when I don't show up and a bad mom when I do. ,-0.6999999999999998
SHANAH,Character,Stop it. Reset. Let's start over. ,0.0
LAURIE,Character,Yes. I agree. Where's the waiter so I can get a drink? I mean if I look the part... Right? ,-0.01339285714285715
(LOUDLY),Scene,Hello? Waiter? Drinks? Does ANYBODY work here?! ,0.0
SHANAH,Character,Stop it. We were just about to get the check actually. 28. ,0.0
ALLYSON,Character,No we weren't. ,0.0
LAURIE,Character,I'm sure Cameron could use a stiff one. She looks at him. He looks nervous. ,0.14285714285714285
LAURIE (CONT'D),Scene,"Ray been throwing you the 3rd degree about your family? Have you slept with my granddaughter yet, son? Cameron is speechless. ",0.0
SHANAH,Character,Mom! ,0.0
RAY,Character,That's enough! ,0.0
LAURIE,Character,"Jesus, I'm just kidding. Anyway, where is this waiter?? Laurie stands to get service just as the waiter is walking past with a TRAY OF FOOD. Laurie's head lifts right into the tray sending glasses and plates SHATTERING LOUDLY. Everyone in the restaurant looks. Allyson's eyes fill with tears of embarrassment. Laurie continues walking out the door. Allyson turns her head to see her grandmother walks toward the busy street and stop just before getting hit by cars. Horns blare. Allyson runs out. She carefully crosses to join her grandmother and they share an embrace. PRE-LAP: The sound of RADIO static blasts. ",0.14795918367346936
BRONCO (MOVING). NIGHT.,Scene,A FATHER (40's) drives with his college FOOTBALL RANTING SON (14) in the passenger seat. Father fiddles with the radio. ,0.0
FATHER,Scene,I can't reception on this thing ever since the antenna was bent at the car wash. 29. ,0.0
SON,Character,"Imagine if they had won last week. They got hit with the 18th-ranked offense, but they totally got wrong ball protection. They had season- worst marks of negative-eight rushing yards, 295 total yards and five turnovers. Randall scored twenty-eight points off those takeaways, including 21 in the decisive second half. Father turns off the radio in frustration. ",-0.2380952380952381
FATHER,Scene,Dammit! Can't we just listen to the silence? ,0.0
SON,Character,"Dad, look out! The Father HARD breaks the truck, skidding to a stop. REVEAL: a MAN WITH A HAUNTED FACE IN A PATIENT'S gown standing in the middle of the road looking at them. ",-0.14583333333333334
FATHER,Scene,"What the hell happened to you, Hoss? ",0.0
SON,Character,"Oh shit, dad. Look. The Father turns to his left and sees SEVERAL WANDERING PATIENTS on the side of the road. The TRANSPORT bus is just off the road near a thicket of trees. EMERGENCY LIGHTS BLINKING in the darkness. ",-0.025
FATHER,Scene,Stay here Lumpy. I'll check it out. The Father grabs a mag LIGHT from the glove-box and a rifle from his gun rack and exits. ,0.4
FATHER (O.S.) (CONT'D),Scene,Hey! You okay? You fellas all right? Want some help out here? The Son calls 911. The HAUNTED PATIENT wanders away. Another one slap the glass of his window and smiles. The Son shakes his head `no'. 30. ,0.39285714285714285
SON,Character,,0.0
(INTO PHONE),Scene,Yes? Hello? Yes. There's been an accident or something... There's a bus. People running around in the road... Lemme check. The Son looks out the window where he sees a mile marker. ,0.0
SON (CONT'D),Scene,Yeah. Looks like mile 227. - Yes. That back road just past Old Willard_Bridge. -- My dad went to look. I don't know-- Hold on. I'll go check... The Son opens his door. He gets out. All is silent. ,-0.0375
SON (CONT'D),Scene,Dad? The patients are gone. No sign of his father. He reaches back in the truck and grabs the second rifle. He walks across the tall grass of the empty field toward the bus. Suddenly an ARM reaches OUT OF THE GRASS and grabs the boy by the ankle. The boy gasps. He looks down to see a near lifeless Kuneman with his arm outstretched. ,-0.025925925925925932
KUNEMAN,Character,Help. The boy looks at the bloody victim lying in the grass. ,-0.4375
SON,Character,The police are on their way. What happened? Where's my dad? Kuneman gnarls something and spits blood. ,0.0
SON (CONT'D),Scene,I can't understand. Kuneman spits more blood. ,0.5
SON (CONT'D),Scene,Wait there. I'll get my dad. ,0.0
KUNEMAN,Character,"No. Run... Kuneman passes out. The boy looks around, aiming his gun. 31. ",0.0
SON,Character,"Dad? Daddy?! He takes aim and steps toward the open door of the bus and sees the dead driver. He steps onto the bus and looks to the back. Suddenly, Sartain rises from under a seat. ",-0.05
DR. SARTAIN,Scene,"Don't shoot. BLAM! Without hesitation, the kid shoots Sartain in the shoulder. Sartain falls. ",0.0
SON,Character,"Aw ffff-! The kid panics and sprints back to the truck. He climbs in the driver's seat, turns the key in the ignition. From behind him, The Shape appear inside the truck, grabs him by the throat and attacks. ",-0.13333333333333333
STRIP MALL/ITALIAN RESTAURANT. NIGHT,Character,Shanah consoles an upset Allyson as Cameron and Ray walk away from Laurie's truck. She drives away. ,0.0
SHANAH,Character,You need to know this. I was raised to trust no one. Our house was a bunker and I lived on lockdown my entire childhood. We'd hide in the basement every time the paranoia set in. I still have nightmares about that room. She didn't let me go to school. Instead she trained me to shoot and fight until social services came and took me away. I chose to forget the neurosis she planted in my head. Ray approaches and hands Allyson the orange envelope that Aaron gave Laurie. ,0.016666666666666666
RAY,Character,She told me to give you this. ,0.0
ALLYSON,Character,"What is it? Allyson turns away and looks inside the envelope and sees the cash, then looks to Cameron who stands near. 32. ",0.1
SHANAH,Character,It's like she's spent her entire adult life preparing for the past. She lives every day in fear he's coming back. Ray gives his wife a supportive kiss on the forehead. ,0.041666666666666664
CONVENIENCE STORE. NIGHT.,Scene,"CLOSE ON A PINBALL MACHINE as the flipper and lights animate the bells and buzzers. REVEAL OFFICER FRANK HAWKINS (63), a uniformed police officer in full command of his evening's amusement. This is an aggressive game at a corner convenience store. COREY and STANFORD stand beside coaching his moves. SHAMEEL, an employee, fills up drinks at the slushy fountain nearby. ",-0.025000000000000022
SHAMEEL,Character,"Yo Hawkins, you want that strawberry slushy or blue raspberry slushy? ",0.0
OFFICER HAWKINS,Scene,"I'm in wizard mode, Shameel. Get me a coffee if you don't mind. Thanks. I'll get you back. Hawkins gets frustrated and slaps the machine. ",-0.16666666666666666
COREY,Character,Another loss for hot fuzz! ,0.3125
STANFORD,Character,"If the ball comes down loose, don't hit that bounce pass. It's gonna hit off that broken flipper then whack the bottom of the slingshot and go down the middle. A new ball emerges as Hawkins' radio squawks. ",-0.10861175861175863
RADIO (O.S.),Scene,Dispatch to unit 601. We have a 1050 on Marla Road. Please respond. ,0.0
OFFICER HAWKINS,Scene,,0.0
(INTO RADIO),Scene,Copy dispatch. I'm on my way. 33. Shameel hands Hawkins a coffee as he hurries off. ,0.0
OFFICER HAWKINS (CONT'D),Scene,"Thanks man. Hey Corey, take over my game. ",-0.1
COREY,Character,"Hot fuzz personified, born to lose. ",0.25
RURAL ROAD. NIGHT.,Scene,"Officer Hawkins pulls up to the site of the transport bus. Hawkins gets out of his squad car. He has a strong, confident build, but warily approaches. The patients are gone. ",0.14444444444444446
OFFICER HAWKINS,Scene,"Sheriff's Department! If you need assistance, please let yourself be known! Hawkins looks and sees Kuneman dead on the side of the road. He speaks into his radio. ",-0.2
OFFICER HAWKINS (CONT'D),Scene,"Signal 13. I have an officer down. Officer down. I need assistance. Send back-up right away. He reaches back into his car and pulls out a scatter gun with a Surefire Weapon-light. He approaches the scene. Sees something near the back end of the bus that catches his eye. There is a figure sitting in the glare of the blinking red light, looking upward. Hawkins shines his light onto the figure. It doesn't move. Hawkins sees that it's THE FATHER, dead, sitting with his head tilted too far back, mouth agape. He shines the beam on the Father's neck and sees the BUMPY bone pushing up on the neck underneath, snapped. Hawkins turns to see the Son, dead in a pool of blood . He kneels next to the boy to check for a pulse. None. He hears a voice FROM INSIDE THE BUS. The back door is open. Hawkins climbs up and sees: DR. SARTAIN, shell shocked in the aisle bleeding from the gunshot. ",-0.007376283846872082
OFFICER HAWKINS (CONT'D),Scene,Show your hands!! 34. ,0.0
DR. SARTAIN,Scene,,0.0
(WEAK),Scene,"I can't. With his gun light, Hawkins sees that Sartain is chained to a seat. He climbs onto the bus. Sartain heaves for breath. ",0.4
OFFICER HAWKINS,Scene,"Sir. Help is coming. Stay with me! Sartain looks up at the Officer, his eyes wild and open. ",0.05
DR. SARTAIN,Scene,Did he... Did he escape? ,0.0
OFFICER HAWKINS,Scene,Who? Did who escape? Sartain softly closes his eyes as we HEAR SIRENS in the distance... ,0.1
BLACK.,Scene,,0.0
SUPERIMPOSE:,Character,,0.0
"OCTOBER 31, HALLOWEEN",Scene,,0.0
MOTEL. BATHROOM. MORNING.,Scene,"Dana takes a shower. Through the steam of the hot water, she rinses her hair and closes her eyes. We watch the water roll down the drain. We see the bathroom door open slowly and a figure enters. Standing still behind the shower curtain is the body of a man in THE MASK. He stands a beat and then pull the curtain back. ",-0.10092592592592593
AARON,Character,Room for one more? Dana laughs. ,0.5
DANA,Character,Take that hideous thing off. Aaron takes off the mask and puts it on the counter. ,0.0
AARON,Character,"When I wear this, there is a certain tendency or inclination that the legacy of the mask seems to inspire. 35. ",0.21428571428571427
DANA,Character,Please don't murder me. ,0.0
AARON,Character,,0.0
(WITH CHEESE),Scene,I would never. I need your smile. Aaron step into the shower and gives Dana a kiss. The TV SET in the other room casts a glow. ,0.0875
NEIGHBORHOOD. MORNING.,Scene,Allyson jogs down the sidewalk through her neighborhood. ,-0.15555555555555559
COMMUNITY GARDEN. MORNING.,Scene,Allyson runs by the community garden. A HANDHELD CAMERA implies an OBSERVER from behind some standing plants. ,-0.4
NEIGHBORHOOD. MORNING.,Scene,"As Allyson jogs on, she notices A FEW PEOPLE congregating by a LARGE TREE. They're looking at something. ",0.007142857142857131
ONLOOKER #1,Scene,Who in the hell would do this? ,0.0
ONLOOKER #2,Scene,It's awful. Allyson joins everyone looking UP at something horrible -- a DEAD DOG hung by his neck from a tree branch. The same heel that barked at her the day before. Allyson is visibly upset. A neighbor reaches up to touch it. Allyson notices a vehicle down the street. It's the familiar ,-0.3300925925925926
BRONCO.,Scene,"Behind her, the onlookers struggle to get the dog down. ",-0.2777777777777778
LAURIE'S HOUSE. MORNING.,Scene,Laurie awakens in her truck. Tired after a tough night. She looks at herself in the rearview mirror. 36. ,-0.3944444444444445
LAURIE'S HOUSE. MORNING.,Scene,Laurie makes coffee. The local news playing on the TV. ,0.0
NEWS REPORTER,Character,,0.0
(ON TV),Scene,"Police have not determined the cause of the accident, but we do know there are multiple fatalities. Laurie turns to look at the TV. ",0.0
NEWS REPORTER (CONT'D),Scene,,0.0
(ON TV),Scene,"According to sources, authorities have sent personnel from a local state hospital. At this time, we do not know why. CLOSE ON: POLICE SCANNER turning on, bolt lock spinning top and bottoms of doors. A knife sheath is clicked onto Laurie's belt. The canvas curtains are ZIPPED. Laurie walks over to an island in the kitchen. She turns the island counter-clockwise to reveal A DOOR in THE FLOOR. She opens the door and looks into the darkness of a storm shelter below. She climbs down a ladder and slips into the shelter. A LIGHT flicks on. The door shuts behind her ",0.06888888888888889
MT. SINCLAIR CEMETERY. DAY.,Scene,"Creeping through the tall brown grass, we find Aaron and Dana walking through expansive rows of crooked tombstones. They walk with the CARETAKER, who lead them. ",0.0
CARETAKER,Character,"My cousin works at a graveyard not too far from here. They got War Generals, Philanthropists, a beatnik poet. They got Muddy Waters and Bernie Mac. People come from all over to pay respects. But this gal from Haddonfield. This is our only claim to fame. They come to a grave and stop. Dana kneel down in front of the grave and looks at the name: JUDITH MYERS. 37. ",-0.018518518518518528
CARETAKER (CONT'D),Scene,"Maybe you can explain to me what's so spectacular about Judith Myers. Dana is in a zone. Transfixed with the history of this place, she speaks into her recorder. ",0.6
DANA,Character,...As she sat combing her hair. Unaware. Her six year old brother crept in quietly with a kitchen knife. A look of disgust on the caretaker's face. ,0.03333333333333333
CARETAKER,Character,Damn. Aaron joins in. She hands him the recorder. ,0.0
AARON,Character,"He then proceeded to slice the base of her skull down to her spinal chord, here... (demonstrates on self) ...then she turned and raised her hands in self-defense. He continued stabbing into the arteries and nerves of her palms, like so... (points to palms) Once she collapsed, three more stabs in her sternum, piercing her heart. The caretaker looks put off by the vivid story. ",-0.18611111111111112
CARETAKER,Character,"I don't know about sternums.   All I know is we've had to replace   this stone two times, people come   around and put demon pentagrams and   voodoo shit on it. Every Halloween.   Crazy coconuts. Dana pull out a camera and snaps some picture of the grave. REVEAL: The Shape watches from across the cemetery, unbeknownst to Aaron and Dana. 38. ",-0.4
SERVICE STATION. DAY.,Scene,Aaron pumps gas at a service station. Dana has her research spread out on the back seat of the car. She ponders headlines from NEWSPAPER CLIPPINGS in her binder. Aaron looks up and sees A CHURCH VAN at the pump opposite him. In the back seat is AN ELDERLY WOMAN staring at him out her window. REVEAL POV: the Old Woman is actually looking BEHIND AARON where she see THE SHAPE step out of the Bronco. A man in white patient attire. Aaron doesn't see as The Shape walks into the opened garage where the Mechanic works. ,-0.042857142857142864
DANA,Character,If we could get those initial police transcripts from the press conference and post-conviction proceedings we might have a great prologue for our story. Dana gets out of the car and goes to Aaron. ,0.4
AARON,Character,We have access to Brackett's personal journal on Michael as well as city records. ,0.0
DANA,Character,What are you waiting for? Dana heads inside. She walks past an open garage where a MECHANIC in a JUMPSUIT works to put a tire on to a wheel. Aaron sees the Old Woman still staring. The Old Woman's DAUGHTER AND GRANDSON get in the van. Aaron watches them drive off. ,-0.012499999999999997
GARAGE. SERVICE STATION. DAY,Character,Dana walks in. ,0.0
DANA,Character,Bathroom? ,0.0
CASHIER,Character,Back out around the side. 39. She goes to the bathroom at the side of the station. ,0.0
BATHROOM. SERVICE STATION. DAY.,Scene,"Dana takes a paper towel from the dispenser   and walks toward the stalls. She uses the tissue to push the   first door open. She grimaces and heads to the second stall.   Not much better. She continues to the third stall and pushes   the door open. It's acceptable. She enters the stall, places the paper towel on the bowl, pulls down her pants and sits down. As Dana sits on the toilet, she sees graffiti scrawled on the stalls: ""Amazing grace come sit on my face. Don't make me cry, I need your... pie"" She pulls out a pencil, scratches out ""pie"" and changes it to ""smile"". She chuckles to herself as she hears the sound of the bathroom DOOR OPENING. FOOTSTEPS walk on the tile floor. SLAM-- the first stall door opens. Dana flinches, hears: BREATHING. The footsteps move closer-- SLAM. The second stall door opens. ",0.08611111111111112
SERVICE STATION. DAY.,Scene,"At the pumps, Aaron sees a handwritten sign that says, ""Please pay inside"". He walks to the check-out and sees that the Mechanic has had his jaw broken and his TEETH KNOCKED OUT. His uniform has been removed. ",-0.4
AARON,Character,Dana?! Aaron cautiously steps into the garage. He looks past a truck with the hood open and sees the LEGS of the ANOTHER MECHANIC protruding out of an office door. Aaron grabs a crow bar off the workbench. 40. ,-0.125
BATHROOM. SERVICE STATION. DAY.,Scene,"Dana stares at a pair of DIRTY BOOTS outside her stall door. The Shape, wearing a MECHANIC'S JUMPSUIT. ",-0.3
DANA,Character,Excuse me. Someone's in here. She watches as a hand REACHES OVER THE DOOR AND A DOZEN ,-0.05
"BLOODY, RIPPED OUT TEETH DROP AND SCATTER ONTO THE FLOOR.",Scene,"She looks up-- TWO HANDS grab the top of the stall door. The hands begin using force to PULL and PUSH the door. She can hear the metal distort under pressure. She pulls her pants back on and slides to the ground, scrambles to crawl underneath into the succeeding stall... Dana crawls on her stomach as the stall door is ripped open behind her. As she lies underneath she GETS PULLED BACKWARDS. She struggles to hold onto the stall divider. ",0.024999999999999994
TWO HANDS GRIP HER ANKLES.,Scene,"She kicks as hard as she can. Her kick frees her. She quickly jumps up and shuts the stall door. LOCKS IT. The Shape BANGS on THE DOOR. Beyond The Shape's feet, DANA SEES THE BATHROOM DOOR SWING ",0.020833333333333315
OPEN--,Character,Aaron's WHITE SNEAKERS STEP IN. One of the sneaker laces ,0.0
UNTIED.,Scene,,0.0
DANA (CONT'D),Scene,Aaron?! ,0.0
AARON,Character,Oh bollocks. She hears a crowbar whack the Shape THREE SWIFT TIMES. ,0.0
AARON (CONT'D),Scene,,0.0
DOWN! DOWN! DOWN!,Scene,,0.0
DANA,Character,,0.0
NO!!!,Scene,"41. Foot entangled, The Shape struggles with Aaron. She hears Aaron being choked. A crowbar CLANGS on the tiles. Just within reach, she grabs the crowbar and pulls it back. She looks over as Aaron is slammed into the stall door. She sees THE SHAPE'S FOOT and drives the crowbar into his boot. ",0.0
DANA (CONT'D),Scene,,0.0
AARON--,Character,,0.0
AARON,Character,,0.0
(WHISPERS),Scene,What have we done. Aaron is yanked away. She sees Aaron's sneakers pull up out of view. The Shape drags Aaron. A loud crash and SHATTERED mirror rains on the tile floor. ,0.1
DANA,Character,"Aaron!!! We hear a violent POUND POUND POUND on the stall door; it's The Shape using Aaron's body as a battering ram. Dana screams-- BOOM-- the door flies opens, knocking the crow bar out of her hand. The Shape throws Aaron and we follow him as he lands in a corner by the trash can. His head hits hard on the tile floor. His open eyes face us. Aaron is bloody and twitching in pain. The Shape is in the stall with Dana. She is yanked up. We only see her head gripped by The Shape. Struggling as he chokes her. Aaron is useless on the ground. He's alive, his fingers reaching out as Dana goes lifeless. ",-0.3273809523809524
SERVICE STATION. DAY.,Scene,"The Cashier lays across the counter. On the transistor radio next to him we hear the local news do a spooky All Hallow's Eve version of the weather report. 42. Looking outside the shop window, we see The Shape digging deep down in the trunk of Aaron's car at the pump. ",-0.031111111111111117
SERVICE STATION. DAY.,Scene,From INSIDE THE RENTAL CAR WE SEE the research binder. TILT UP TO SEE: The Shape as he picks up HIS MASK and puts it on. It's an eerie sight to behold. He BREATHES. ,-0.5
ROOM. HOSPITAL. DAY.,Scene,"Dr. Sartain lies in bed with his eyes closed, bandages around his shoulder. Officer Hawkins stands at his bedside. SHERIFF BARKER (60's) enters with two coffees. ",-0.1
SHERIFF BARKER,Character,Still waiting to ID the patients we found to see who's who. Almost all accounted for. Found two of them trying to check their e-mail at the local library and three others holding hands and chasing butterflies by the flea market off 220. Any word from Rip van Winkle over there? The Sheriff sip his coffee. ,0.0
OFFICER HAWKINS,Scene,Not yet. The nurses say he's been in and out. Lost a lot of blood. Somehow managed to fall on a bullet. I'm trying to get the story. Because here's my concern: Take a look at this list. Hawkins hands him the list. Sheriff scans it. ,0.0
OFFICER HAWKINS (CONT'D),Scene,Most of the passengers were minor offenders. Mental patients. CLOSE on LIST. Sheriff's thumb glides over names. ,0.11666666666666665
OFFICER HAWKINS (CONT'D),Scene,"One stuck out. A-2201. 43. CLOSE ON LIST. Sheriff's thumb glides back up, land on ""A- 220. Myers, Michael"" ",0.0
OFFICER HAWKINS (CONT'D),Scene,"Michael Myers. The Babysitter Murders, 1978. It's forty years to the day. You think this is a coincidence or part of some greater plan? The Sheriff looks at Sartain laying there. ",0.5
SHERIFF BARKER,Character,"Look Frank, I don't need to incite panic until we have all the facts. Myers loose with a bunch of nutbags in Haddonfield on Halloween night is a fucking joke if it's not legit. It sounds like a joke. It would ruin our department. And if it is legit. If Myers did escape, we're gonna have a serious circus on our hands. Hawkins looks at the Sheriff. ",-0.3367521367521367
SHERIFF BARKER (CONT'D),Scene,"I mean, what are we gonna do, cancel Halloween? The Sheriff laughs. ",-0.3125
HAWKINS,Scene,There's a reason we're supposed to be afraid of this night. Hawkins' radio squawks. ,-0.6
DISPATCH,Character,,0.0
(THROUGH RADIO),Scene,Dispatch to 601. Dispatch to 601. ,0.0
HIGH SCHOOL. PARKING LOT. AFTERNOON.,Scene,End of the school day. Various COSTUMED CHEERLEADERS drive by. They are piled in a convertible and honk the horn. Vicky and Ally walk with Dave. Dave carries Vicky's back pack. ,0.0
VICKY,Character,"So, bad news. I can't go to the dance tonight. 44. ",-0.6999999999999998
ALLYSON,Character,Serious? ,-0.3333333333333333
VICKY,Character,I got a call to baby-sit. They needed somebody at the last minute. ,0.0
ALLYSON,Character,I get it. You didn't let up about me going and then you back out? ,0.0
VICKY,Character,"It's good for you to go. You're going out with Cameron now. You'll hang with his friends. It's his scene. You can't just use homework as an excuse, can you? Can you?! ",0.31875
ALLYSON,Character,Maybe I like doing- I'm not being anti-social. I'm just... reserved. ,0.0
DAVE,Character,"You're sheepish, only like in a very fresh way. They get to Vicky's car. ",0.195
VICKY,Character,"Look, I wouldn't bail on you, but I need some cash, so I said I would. You'll have fun. I promise. ",0.3
DAVE,Character,"Vicky's also gonna have some fun. She said if I behave, I can come over after the kid's nighty night and do cool stuff. Like clean dishes, mop up, keep her company. ",0.33888888888888885
VICKY,Character,"You're like my helpful pet. I appreciate you, Dave. If you help me mop and do dishes I'll take your virginity. Enough of this third base shit, right? We're adults. She takes her back pack from him. ",-0.11904761904761905
DAVE,Character,"Finally. Hey, wanna get matching tattoos so we can remember this day forever? 45. Vicky laughs. Allyson turn and sees Oscar and Cameron walking across the parking lot. ",0.0
ALLYSON,Character,"Hey, there's Cameron. I'm gonna catch up with him. You guys go on without me. ",0.0
VICKY,Character,"Okay, if not you're pissed at me. Are you pissed? ",0.5
ALLYSON,Character,"No. I just thought... It'd be more fun if you'd hang with me. That's all. Cameron is sweet, but I'm still getting used to the idea... I don't know. And his friend...? : ",0.3833333333333333
HIGH SCHOOL. PARKING LOT. CONTINUOUS.,Scene,Oscar and Cameron walk across the parking lot. ,0.0
OSCAR,Character,"There she is, brother. What do you say? She's a knock out. I would definitely take her over me any day of the week. I'm not offended. ",0.0
CAMERON,Character,I like her. I'm serious. And I don't want you to fuck this up by doing something stupid. Please. Allyson walks up. Oscar sees the CHEERLEADERS drive by again on the other side of the lot. ,-0.4145833333333333
OSCAR,Character,"Hey Allyson. Guess what? Cameron likes you more than me, but I'm over it. I'll see you guys later. I'm gonna catch up with Bianca and see if any of those ladies need a handsome male escort to Halloween. Cameron and Allyson shrug and Oscar races off on a mission. ",0.25
CAMERON,Character,He's a mess. (turns to Allyson) You okay? 46. ,0.1625
ALLYSON,Character,I'm fine. I couldn't sleep. I was so embarrassed about last night. I'm sorry you had to see that. It's a weird time for me I guess. ,-0.14583333333333331
CAMERON,Character,"Wait till you meet my family. Your grandma has nothing on my Uncle James. Don't worry about that stuff, okay? ",0.5
ALLYSON,Character,Okay. I won't worry. ,0.5
REST ROOM. SERVICE STATION. DAY,Character,FLASH-- Hawkins stands in the door to the bathroom. The walls covered in blood. He studies the crime scene with the coroner as a PHOTOGRAPHER snaps pictures-- FLASH. ,0.0
SERVICE STATION. DAY.,Scene,Hawkins observes the dead Cashier as a detective dusts for ,-0.2
PRINTS--,Scene,,0.0
FLASH. FLASH.,Scene,,0.0
SERVICE STATION. DAY.,Scene,"Police cars and ambulances are active at the crime scene. Lights flashing as OFFICERS try to piece it together. Across the way, Laurie appears amongst the ONLOOKERS gathered on the other side of the police tape. Hawkins sees Laurie across the lot. He turns to a passing ",-0.12916666666666665
OFFICER RICHARDS.,Scene,,0.0
OFFICER HAWKINS,Scene,Is that who I think it is? The cop sees Laurie. ,0.0
OFFICER RICHARDS,Character,Yeah. She calls the station at least twice a month. She's a paranoid pain in the ass. ,-0.3
OFFICER HAWKINS,Scene,"Tell her to go home. 47. As Richards approaches Laurie, Hawkins joins the Sheriff. A DETECTIVE in rubber gloves holds up the white hospital clothes found on the ground. ",0.0
DETECTIVE,Character,State issued. ,0.0
SHERIFF BARKER,Character,Get on the phone to Smith's Grove and confirm the match. ,0.0
OFFICER HAWKINS,Scene,"In the meantime, we have to let people know, Sir. ",0.0
SHERIFF BARKER,Character,Not until we have confirmation. I don't want the media foaming at the mouth and dragging the name of this town through the headlines again. ,0.0
OFFICER HAWKINS,Scene,"I strongly disagree, sir. If this is who we think it is, we have one order of business. Hunt this man down. Hawkins looks to where Laurie was. She's gone. ",0.13888888888888884
DRIVEWAY. NELSON HOUSE. LATE DAY.,Scene,"Before dark, a few KIDS are trick-or-treating in the streets as Shanah pulls up and stops in front of her home. Some kid dressed in a costume slaps the hood of her car, startles her, and runs off. Shanah gets out of the car with a sack of groceries. We watch her as she's greeted by a few costumed kids. ",-0.18333333333333335
FOYER. NELSON HOUSE. NIGHT.,Scene,It's dead quiet as Shanah opens her front door and enters the home. She sees A LIGHT in the staircase on. ,0.06666666666666667
SHANAH,Character,Ray? She leaves the door open behind her as she enters. ,-0.2
SHANAH (CONT'D),Scene,Allyson? Anyone home? 48. She puts the food down on the kitchen counter and notices that all of her knives are spread out along the counter as if on display. She hears something upstairs. A noise that could be the house settling or it could be something more. She begins walking toward the steps slowly. She hears footsteps above her. Someone's in the house. Ray appears abruptly in the front door. ,-0.01611111111111112
RAY,Character,Shanah? Shanah turns and motions for him to be silent. Laurie appears at the top of the stairs holding a PISTOL. ,0.25
LAURIE,Character,Bang. You're dead. Shanah gasps. ,-0.2
SHANAH,Character,You scared the shit out of me. What are you doing in my house?! ,-0.25
LAURIE,Character,Side window is unlocked. No security system. You have a dozen knives available for any psychotic to come in here and stab you with. Sometimes I can't tell the difference between ignorance and stupidity. ,-0.2333333333333333
RAY,Character,"I know Jujitsu, Laurie. I can apply pressure points and choke holds to use the opponents force of attack against them. ",0.0
SHANAH/LAURIE,Character,"Shut up, Ray. Laurie walks down the stairs. ",-0.15555555555555559
LAURIE,Character,"Michael has escaped. I'd be a fool to think this is over. If he comes for my family, I'll be ready. 49. ",0.2
LAURIE (CONT'D),Scene,Where's Allyson? We have to get out of here. Now. ,0.0
SHANAH,Character,"Mom, no one's coming after you and they're not coming after us. Get out of my way. Shanah walks past her to hang up her jacket in the closet. ",-0.25
RAY,Character,Maybe you should put down that gun? Laurie steps out onto the front porch. ,-0.15555555555555559
LAURIE,Character,,0.0
(THINKING),Scene,"'Out of my way'. It's like I'm always in your way, aren't I, Shanah? You're always going somewhere and you're trying to leave me behind. Evil is real. You don't know what it's like to feel true terror. To live powerless. I don't ever want you to feel that way. I only want to train and protect you. ",-0.17337662337662338
SHANAH,Character,The world is not a dark place. It can be full of love and understanding and I don't need your psychotic rants to confuse me or convince me otherwise. ,0.10625000000000001
RAY,Character,"You need to leave, Laurie. Laurie looks at both of them from the front porch and pauses. ",0.0
LAURIE,Character,Do you have a gun? Shanah step to the door. ,0.0
SHANAH,Character,Of course not. She shuts the door in her mom's face. ,0.0
NEIGHBORHOOD. NIGHT.,Scene,KIDS streak down the street collecting candy in costume. 50. POP! POP! POP! - ANOTHER GROUP OF OLDER KIDS light off noisy FIRECRACKERS in the street. A kid dressed as a COWBOY WITH A BOOMBOX ON HIS SHOULDER stumbles and drops a bag of candy under the shadow of a tree. His friends run off as he scoops his candy off the ground. ,0.08761574074074074
COWBOY KID,Character,"Hey wait up! From the shadows behind the kid, we see THE SHAPE standing in by the tree, BREATHING. The Shape steps forward. The kid runs into him, looks up and runs off. ",-0.4
