Scene Description,Type,Content,Sentiment Score
MISSY DEAN,Character,"Oh, that's awful; so young. I'm so sorry to hear that. ",-0.4666666666666666
CHRIS (CONT'D),Scene,"Yeah. My aunt raised me, with my cousins. We didn't have a lot of money or anything, but she's a good person; kept me off the streets. She gave me my first camera. Rose holds Chris' hand. ",0.5166666666666666
MISSY,Character,You two seem like you've been together for years. How long has it been now? 27. ,-0.05
CHRIS ROSE,Character,4 months? 5 months. ,0.0
CHRIS,Character,5? She's right; I'm wrong. ,-0.10714285714285715
DEAN,Character,`Atta boy Chris. Get used to saying that. ,0.0
MISSY,Character,"Not a lot of time, anyway. So...? You guys in love or what? ",0.5
ROSE,Character,Mom. ,0.0
CHRIS,Character,"I mean, we've been trying to take it slow but... ",-0.30625
MISSY,Character,Yep. You're in love. I can tell. ,0.5
DEAN,Character,Can't resist the inevitable. Walter mows past them in the distance. ,-0.125
MISSY,Character,"And how did you meet, again? ",0.0
CHRIS,Character,At the blood drive. ,0.0
ROSE,Character,Remember when I volunteered at the community center? ,-0.1
DEAN,Character,"Ah, yes. ",0.0
MISSY,Character,"And he really is so good looking, isn't he? You'd have beautiful babies. ",0.7749999999999999
ROSE,Character,I know! ,0.0
DEAN,Character,Uh oh. Get out of here before it's too late! 28. ,-0.375
ROSE,Character,,0.0
(TO CHRIS),Scene,"Now, all you have to do is just quit smoking. ",0.0
DEAN,Character,Oh no! A smoker!? ,0.0
MISSY,Character,And we were just beginning to like you. ,0.0
CHRIS,Character,No. I'm quitting. ,0.0
DEAN,Character,You should have Missy take care of that for you. ,0.0
ROSE,Character,Oh God. ,0.0
CHRIS,Character,How? ,0.0
DEAN,Character,Hypnosis. Works like a charm. Missy watches Chris' reaction intently. He is uncomfortable. ,-0.5
CHRIS,Character,Oh. ,0.0
DEAN,Character,"I thought the whole thing was B.S. too. I smoked for 20 years. She puts me under once, now the sight of a cigarette makes me wanna vomit. ",0.2
MISSY,Character,"Of course, I'd give you the service for free. You are family after all. ",0.4
CHRIS,Character,"Wow. I don't... Thank you. Um, I don't know. Chris looks to Rose for help. ",0.35
ROSE,Character,"You guys, normal people don't want strangers fiddling around in their heads. 29. ",0.15
MISSY,Character,If you change your mind... We're just glad you could join us for the big get-together. Georgina brings the pitcher of iced tea around and refills everyone's glass. Chris tries to thank her with a look. She smiles and avoids eye contact. ,0.13333333333333333
CHRIS,Character,The get-together? ,0.0
ROSE,Character,The party tomorrow? I told you. ,0.0
CHRIS,Character,I must have forgot. ,0.0
MISSY,Character,"Oh, well we host a shindig once a year for our friends. ",0.0
DEAN,Character,A tradition. Some of my Dad's old social club. Some old patients. Some just friends... ,0.07777777777777778
MISSY,Character,"Drinks, good food, good people... ",0.7
CHRIS,Character,Sounds fun. Georgina has been pouring Chris' drink too long and his glass has overflown. ,0.125
MISSY,Character,Georgina! Georgina snaps out of her daze. She realizes what she's done and starts to clean. ,0.3666666666666667
MISSY (CONT'D),Scene,"It's fine George, I'll get it. Maybe you need a nap. Georgina nods, smiles and walks away. Chris and Rose look at Dean. That was odd. Dean shrugs. A CAR HORN HONKS in front of the house. ",0.2833333333333333
DEAN,Character,"Jeremy's home. JEREMY, 29, rounds the house with open arms. 30. He's ""Rich kid intense""; handsome and strong with an unpredictable wildness behind his eyes. ",0.13452380952380952
JEREMY,Character,Who answers the door around here?! ,0.0
ARMITAGE DINING ROOM - LATER/NIGHT,Scene,Everyone laughs. Dean pours the remainder of a bottle of wine into Chris' glass. Their meal is done and they are tipsy. Jeremy pops the cork on a new bottle of wine as he energetically holds court. ,0.13636363636363635
JEREMY,Character,"One more... So, let me set the scene. I'm a junior; Ro's a freshman and she has a crush on this guy Connor-- ",0.5
ROSE,Character,--No. Mom. ,0.0
MISSY,Character,Jeremy... ,0.0
CHRIS,Character,"No, no... These are good. I wanna hear this. ",0.7
DEAN,Character,"Manners, Rose. Give the guest what he wants. ",0.4
JEREMY,Character,"Yeah, Rose. ",0.6
ROSE,Character,I hate you. ,-0.8
JEREMY,Character,"Connor Garfield was on my lacrosse team. Huge guy, like 6'3"", and crazy, just like ""Looney Tunes,"" right? We had thrown a party-- ",0.0285714285714286
ROSE,Character,You did. ,0.0
JEREMY,Character,I think my parents were in Greece or something. We had gotten into their liquor cabinet and we're all shit-faced. 31. ,0.0
MISSY,Character,No you weren't. Were you? ,0.0
JEREMY,Character,"We put water in the bottles so you wouldn't know. Let me finish. Okay, so I'm upstairs in my parents' bathroom hooking up with Jenny Richardson. Hottest girl in our class. ",0.5
MISSY,Character,Uch. ,0.0
ROSE,Character,"You realize you're coming off like a total douche right now, right? ",0.19047619047619047
JEREMY,Character,"Thanks. All of a sudden Connor starts banging on the bathroom door, right? I open it, and he's got blood gushing out of his mouth and he's screaming ""Your thith-ter bit my fuckin' thongue off!!!!"" ",0.12142857142857143
CHRIS,Character,"Whoa, what? ",0.0
JEREMY,Character,"Sure enough, there is a centimeter of tongue meat missing right here. Jeremy demonstrates and Chris winces. ",0.1464285714285714
CHRIS,Character,,0.0
(TO ROSE),Scene,Ahhhh! You bit him? ,0.0
ROSE,Character,"He cornered me and shoved his tongue in my mouth, so yeah. ",0.0
CHRIS,Character,"Damn. That's badass, Bae. ",0.0
MISSY,Character,I'm going to see how dessert is coming along. ,0.0
(TO DEAN),Scene,Maybe we can change the conversation to something a little lighter. 32. ,-0.1875
ROSE,Character,"Yeah, great story. Thanks for making it totally uncomfortable. Missy walks out of the dining room into the kitchen. The door swings open and Chris gets another glimpse of Georgina who stands with a kitchen knife and wears an intense and wicked little smile. The door swings shut. ",0.11607142857142858
DEAN,Character,"Okay, new subject. Chris, Yanks or Mets? ",0.15656565656565657
CHRIS,Character,"Ah, Orioles. My mom was from ",0.0
BALTIMORE SO--,Character,,0.0
JEREMY,Character,You an MMA fan? ,0.0
ROSE,Character,Oh God. ,0.0
JEREMY,Character,What? ,0.0
DEAN,Character,She's right. Let someone else talk for a bit. ,0.2857142857142857
JEREMY,Character,You've had your chance. He's dating my sister. I can't bond with the guy? Dean exhales. ,0.0
CHRIS,Character,"You mean like UFC? Yeah, nah. Too brutal for me. I'm a lover, not a fighter. ",-0.59375
JEREMY,Character,You ever get into street fights as a kid? ,0.0
CHRIS,Character,Not really. I did take Judo for after-school in 1st grade. ,-0.1
ROSE,Character,Awww. 33. ,0.0
JEREMY,Character,"Cause, with your frame, your genetic make-up? If you pushed your body, I mean really trained, you'd be a beast. ",-0.056249999999999994
CHRIS,Character,"Cool... Thanks? The kitchen door swings open again, and Missy walks back in with a perfect carrot cake. Georgina is gone. ",0.31
MISSY,Character,What'd I miss? ,0.0
ROSE,Character,More ramblings from King Awkward. ,-0.04999999999999999
JEREMY,Character,We're talking about sports. ,0.0
(TO CHRIS),Scene,Stand up. Let me show you something. ,0.0
MISSY,Character,No karate at the dinner table. ,0.0
JEREMY,Character,"It's not karate, it's jiu-jitsu. He stumbles a little towards Chris and tries to put him in a headlock. Chris stands. ",-0.14375
CHRIS,Character,I've got a rule. I don't play- fight with drunk dudes. ,-0.5
JEREMY,Character,,0.0
I'M JUST--,Scene,,0.0
DEAN,Character,"--Alright, enough Jeremy! ",0.0
JEREMY,Character,"I wasn't going to hurt him. Dean is loud and stern for the first time. Jeremy's eyes flutter, DRUNK and embarrassed. He grabs a wine bottle and goes upstairs`. ",-0.05000000000000001
ROSE,Character,And that's my brother. 34. ,0.0
THE ESTATE. NIGHT,Scene,Full moon. CRICKETS. ,0.35
ROSE'S BEDROOM - NIGHT,Scene,Rose and Chris make hushed love in her bed. A stuffed lion seems to watch Chris. He turns it away. ,0.55
ROSE'S BEDROOM - LATER,Scene,"Rose sleeps, but Chris is wide awake. There's a buzz in his ear. He smacks his own head and sits up. A soft HOWL of WIND rushes through the room. The CLOSET DOOR CREEKS open. Chris' eyes drift to the pack of cigarettes sticking out of his camera bag pocket draped on the desk chair. ",0.24000000000000005
ARMITAGE HALLWAY - NIGHT,Scene,Chris leaves Rose's room and walks down the dark hallway. A floorboard creaks under his feet. He turns down the stairs. ,0.0347222222222222
ARMITAGE DOWNSTAIRS HALLWAY - CONTINUOUS,Scene,"Chris gets to the bottom of the stairs. He hears the floorboard creek upstairs. He stops and turns, expecting someone to follow him down. Nothing. Chris continues to walk down the hallway past the pictures towards the kitchen. The basement door is open a crack. Chris peers into it curiously. A stairwell leads down into pitch darkness. Chris shuts the door. A figure now stands at the end of the hallway behind him. He doesn't notice. He just keeps going into... ",-0.17380952380952383
ARMITAGE KITCHEN - CONTINUOUS,Scene,Chris walks through the kitchen. He bumps into a bar chair moving it slightly. He keeps walking. He continues out the sliding back door of the house. 35. ,-0.08333333333333333
BACKYARD - CONTINUOUS,Scene,"Chris steps out the back door and takes a cigarette out. Chris looks into the vast night around him. The CRICKETS are deafening. Suddenly, something DARTS FAST across the yard in the distance. Chris peers out into the darkness. The thing RUNS across the lawn again. A moment of terror comes over Chris. He makes out a shape. It's now running towards him. Chris backs up in fear just as the figure emerges from the shadows and into the moonlight. It's Walter, the grounds keeper. He passes Chris without noticing. Chris gathers his breath. The kitchen light turns on and floods the backyard. Chris drops the cigarette and stomps it out. He turns back towards the house and finds himself face to face with Georgina, who glares through the window dead in Chris' eyes. He's caught. Georgina doesn't react. Chris it still. Georgina suddenly exposes her teeth in a frightening grimace. Chris backs away slowly. ",-0.039999999999999994
ARMITAGE KITCHEN - NIGHT,Scene,"Georgina sucks her teeth. She doesn't actually see Chris at all. She's looking at her teeth in the reflection in the window which, front lit, reflects her and the room around her. Outside is invisible. ",-0.09999999999999999
BACKYARD - NIGHT,Scene,"Chris realizes he's not caught. Close call. Inside Georgina notices the bar chair has been moved. She moves it back into its original position, and begins cleaning the kitchen cabinets. Chris quietly sneaks around the house. ",0.125
ARMITAGE DINING ROOM - NIGHT,Scene,Chris sneaks in through the door in the dark dining room. ,-0.15
ARMITAGE LIVING ROOM - NIGHT,Scene,"Chris moves through the living room towards the stairs, the lamp in the middle of the room turns on startling Chris. Missy sits near him; cat in lap; almost seductively. He's caught; for real this time. 36. ",-0.05
MISSY,Character,Quick fix? ,0.3333333333333333
CHRIS,Character,Yeah. Nerves got me I guess. ,0.0
MISSY,Character,Come. Let's nip this in the bud. ,0.0
MISSY'S OFFICE - NIGHT,Scene,Missy sits in a chair and directs Chris to sit across from her. She pours them both some tea. Chris sits. ,0.0
CHRIS,Character,I still don't know if this is right for me. ,0.2857142857142857
MISSY,Character,There really is no need to be nervous. ,-0.1
CHRIS,Character,I'm good. The dude was running out there. Scared me. ,0.7
MISSY,Character,Walter starts early every day. He's borderline obsessive compulsive. Tea? ,0.1
CHRIS,Character,"Nah, I'm good. It'll keep me up. Missy puts two sugar cubes in her cup. She begins to stir slowly, CLINKING the SPOON softly and rhythmically against the sides of the cup. ",0.16666666666666663
TING TING. TING TING.,Scene,,0.0
MISSY,Character,How's the bed. Good? ,0.7
CHRIS,Character,Yeah. ,0.0
MISSY,Character,Comfortable enough? ,0.2
CHRIS,Character,"It's perfect, thanks. 37. ",0.6
MISSY,Character,Enough sheets? ,0.0
CHRIS,Character,Yep. ,0.0
TING TING. TING TING.,Scene,,0.0
CHRIS (CONT'D),Scene,"So, how does this work? Are you going to swing a pocket watch in front of my face? ",0.0
MISSY,Character,"You watch a lot of Television. Now, you are feeling very sleeepy... They share a smile. ",0.25
MISSY (CONT'D),Scene,"We do use focal points sometimes, but just about any object or simple motion can guide someone to a state of heightened suggestibility. ",0.0
CHRIS,Character,"Heightened suggestibility. Okay, where do we start? ",0.5
MISSY,Character,Your childhood. ,0.0
CHRIS,Character,"Yeah, my memory sucks. ",-0.3
TING TING. TING TING.,Scene,,0.0
MISSY,Character,"Wounds get locked in your heart and they fester and grow into ugly little things like depression and addiction. But, they are all in there somewhere. All we need to do is find the key. ",-0.29583333333333334
TING TING. TING TING.,Scene,The world around Chris slowly goes out of focus. ,-0.30000000000000004
CHRIS,Character,I guess if it makes me quit... Wait... Has it started--? 38. ,0.0
MISSY,Character,--we're going to go back to a place that might be uncomfortable for you. Your Mother's death to be specific. Were you there when she was hit? ,-0.16666666666666666
CHRIS,Character,I was home. I was watching TV. ,0.0
MISSY,Character,Let's go back there. Hear this place. Let the vibrations rush run through your body and ears. Hear it... Find it... Tell me when you find it. The sound of RAIN AGAINST a WINDOW slowly fades up along with the MUFFLED sound of a SITCOM ON TELEVISION. ,0.125
CHRIS,Character,"Okay... Yeah, I found it. ",0.5
TING TING. TING TING.,Scene,,0.0
MISSY,Character,Good. How did you find out she died? ,0.7
CHRIS,Character,"I knew it. She was never late after work. When she didn't come home, I just knew something was wrong. ",-0.175
MISSY,Character,Good. Now touch. Feel your surroundings. Feel every part of your body and what you touched. Feel it. Find it... Tell me when you find it... ,0.7
FLASHBACK -  SMALL APARTMENT. NIGHT,Scene,Close on 11 year old Chris' hands scratches the bed post nervously. ,0.1
MISSY (V.O.),Scene,Tell me when you find it. ,0.0
CHRIS (V.O.),Scene,I found it. His toes brush the carpet as his dangling legs swing off the side of his bed. 39. ,0.0
TING TING. TING TING.,Scene,,0.0
PRESENT DAY -  MISSY'S OFFICE. - NIGHT,Scene,Chris' feet try to swing but are too long. He scratches the arm of the chair in Missy's office. ,-0.05
MISSY,Character,You said `you knew something was wrong.' What did you do? ,-0.5
CHRIS,Character,Nothing. ,0.0
MISSY,Character,Nothing? ,0.0
CHRIS,Character,I just sat there. Watching TV. ,0.0
MISSY,Character,You didn't call someone? Your Aunt or the police? ,0.0
CHRIS,Character,No. ,0.0
MISSY,Character,Why not? ,0.0
CHRIS,Character,"I don't know. I thought if I did, it would make it real. ",0.2
MISSY,Character,Next is smell and taste. Breathe in and let the scent fill your nose. Smell that place. Taste it. Find it. Chris is getting emotional. He breathes deep through his nose. ,0.0
FLASH BACK -  SMALL APARTMENT KITCHEN - NIGHT,Scene,Young Chris finishes inhaling. The rain hits the window sill. ,0.1
MISSY (V.O.),Scene,Tell me. Tell me when you find it. Young Chris takes sip of a juice box. ,0.1
PRESENT DAY -  MISSY'S OFFICE. NIGHT,Scene,26 year old Chris sips from an invisible straw. 40. ,0.1
CHRIS,Character,I found it. ,0.0
TING TING. TING TING.,Scene,,0.0
MISSY,Character,"Good. Now lastly, you must see it. Let the light flood into your eyes. Every color, every detail. See it. See it. Find it. Chris' eyelids flutter. He continues to scratch the armchair. ",0.3666666666666667
TING TING. TING TING,Scene,,0.0
FLASHBACK -  SMALL APARTMENT - NIGHT,Scene,"11-year-old Chris scratches through the wood on his bed, splintering the wood. He watches TV from his bed next to some action figures. ",0.05
MISSY (V.O.),Scene,Tell me when-- 11-year-old Chris nods. ,0.0
TING TING. TING TING.,Scene,,0.0
PRESENT DAY -  MISSY'S OFFICE. NIGHT,Scene,Chris nods and cries. ,0.0
CHRIS,Character,--Found it. ,0.0
MISSY,Character,,0.0
(REALIZING),Scene,You think it was your fault. Chris nods. ,0.0
TING TING. TING TING.,Scene,,0.0
MISSY (CONT'D),Scene,"I want you to feel that fear again, Chris. ",0.0
CHRIS,Character,I don't want to. ,0.0
MISSY,Character,It's okay. I'm here. Chris trembles anxiously. 41. ,0.125
MISSY (CONT'D),Scene,Are you afraid now? Paralyzed like that day? He nods. Her empathetic expression turns into a sick smile. ,-0.33809523809523806
MISSY (CONT'D),Scene,Good. Now sink into the floor. ,0.7
CHRIS,Character,,0.0
WAIT--,Character,,0.0
MISSY,Character,Sink! Now! ,0.0
TING TING...,Scene,"Chris' hand has compulsively scratched open the arm of the chair. His hand stops. His mouth drops and eyes open, frozen. ",0.0
FLASHBACK -  SMALL APARTMENT - NIGHT,Scene,,0.0
...TING TING.,Scene,"Suddenly, 11-year-old Chris falls through the bed and floor. ",0.0
END FLASHBACK.,Scene,,0.0
DARKNESS,Character,"Terror. Chris, 26 again, breathes fast but falls in slow motion though darkness as if through water. ",-0.05000000000000002
TING TING. TING TING.,Scene,He flails towards a pitch black abyss. He's illuminated by the fading blue flicker of a large downward facing TV-like screen. On it Missy sits Speaking to him and clinking her teacup. Missy's voice is everywhere. ,0.015873015873015872
MISSY,Character,Good. Good. Sink. Sink. ,0.7
PRESENT DAY -  MISSY'S OFFICE. NIGHT,Scene,"Chris' body sits in his chair motionless. He can't move. His eyes are wide open, staring strait at Missy. 42. ",-0.05
DARKNESS,Character,Chris continues to slowly fall backwards. Missy approaches on the screen above him. It shows what his eyes are seeing. ,-0.15000000000000002
CHRIS,Character,"No! NO!!! I'm done! Bring me back! Please!!!! There is no response. Chris cries. Eventually he slows down and comes to a stop. He lands feet first on a soft ground. This place sounds like it's crawling with insects. He looks up. He can still see the screen above but it is far away, like the mouth of a deep and expansive well. ",0.04206349206349206
CHRIS (CONT'D),Scene,"Mrs. Armitage!!! On the screen, Missy stands. She walks towards Chris' body and looks down at him through his own eyes. ",0.2222222222222222
MISSY,Character,Now you are in the Sunken Place. Missy reaches towards the screen and shuts his eyelids. The abyss goes almost completely dark. Now he's alone in the dark. He cries in terror. Chris hears a DEEP HULKING BREATHING in the darkness. ,-0.09999999999999999
CHRIS,Character,,0.0
(WHISPERING),Scene,Something's down here... No response. ,-0.15555555555555559
CHRIS (CONT'D),Scene,,0.0
(WHISPERING),Scene,"Bring me back. Bring me back. Bring me back. Bring me back... In the darkness, the SOUND OF HOOVES CRUNCHING ON SOFT GROUND approaches. ",0.08333333333333333
THUNK THUNK. THUNK THUNK.,Scene,,0.0
CHRIS (CONT'D),Scene,Bring me back. Bring me back. Bring me back. The sounds get louder and louder. ,0.0
THUNK THUNK. THUNK THUNK.,Scene,"43. An antlered thing emerges from the shadow. It's head is that of a deer, but with the flesh stripped off and with mostly its skull exposed. ",0.5
CHRIS (CONT'D),Scene,No! Its eyes glow and flicker faint blue in its sockets. It MOANS A WRONG SOUNDING MOAN; in hateful anguish. It charges Chris... ,-0.3333333333333333
THUNK THUNK. THUNK THUNK. THUNK THUNK.,Scene,The bloody deer impales Chris on its antlers. They both MOAN. ,-0.8
ROSE'S BEDROOM - DAWN,Scene,Chris wakes up with a start in Rose's bed sweaty and heaving. He's alone and confused. Bad dream? Headache. The SHOWER RUNS inside Rose's bathroom. SHE HUMS. ,0.025000000000000022
DING DING,Scene,He's gotten a message. It's a picture of Rod pretending to pour beer in Sid's mouth. Chris smiles. The batteries are low. He plugs his phone in and puts it on the dresser. ,0.0
BACKYARD - DAWN,Scene,"It's Golden hour. Beautiful. Chris walks through the yard to the edge of the forest with his camera. Chris keeps walking. He looks through a long-zoom lens into the wilderness. He sees a bird and snaps a picture. He turns to the house. Georgina can be seen through an upstairs window knitting. He raises his camera. She's beautiful. She stands and begins to remove her wig. Then as if aware she's being watched, she turns towards him. Chris turns away, taking a picture in another direction. He glances back at the window. Georgina is gone. BANG. A sparrow slams against the gazebo and falls to the ground. Startling Chris. ",0.2916666666666667
CHRIS,Character,"Damn. He turns away and is startled even more by Walter smiling serenely at him about 50 feet away in the yard. Embarrassed, Chris gathers himself. He walks towards Walter. 44. ",0.5
CHRIS (CONT'D),Scene,What's up? No response. ,0.0
CHRIS (CONT'D),Scene,"They working you good out here, huh? Walter's voice is soft and methodical. His eyes remain distant as though he his looking through Chris. Chilling. There is a hidden anger behind his pleasantness. ",-0.15238095238095237
WALTER,Character,Nothing I don't want to be doing. ,0.0
CHRIS,Character,Ha! Walter isn't joking. ,0.0
CHRIS (CONT'D),Scene,"Yeah... yeah. No, I can tell. I never really got to meet you actually, up close. I'm Chris. ",-0.05
WALTER,Character,I know who you are. You're Rose's friend. Chris stops walking about 15 feet from Walter. Something doesn't feel right. ,0.44285714285714284
CHRIS,Character,"Yeah. That's one way to put it. So, where you from originally? ",0.375
WALTER,Character,She is lovely isn't she? ,0.5
CHRIS,Character,"Rose? Yeah, she is... ",0.6
WALTER,Character,One of a kind; a real doggone keeper. Chris is weirded out. ,0.4
WALTER (CONT'D),Scene,Sorry if I scared you last night. ,-0.25
CHRIS,Character,"Oh, yeah. Actually, I guess I was pretty drunk. ",-0.08333333333333333
(MORE),Scene,45. ,0.0
CHRIS (CONT'D),Scene,I don't remember much. ,0.2
WALTER,Character,And the hypnosis? Did it work? ,0.0
CHRIS,Character,"Hypnosis? No, I didn't... Chris remembers. ",0.0
WALTER,Character,"Well, I should get back to work. Chris raises his hand in a timid `black power fist.' Walter raises his hand in an open wave. ",-0.05555555555555555
CHRIS,Character,There's another bird... Walter nods. Chris turns and walks to the house. Chris makes pops a cigarette into his mouth. He is repulsed by the taste of it. He looks at it. More of last night seems to come back to him. ,0.16666666666666666
ROSE'S BEDROOM - DAY,Scene,Chris enters as Rose finishes blow drying her hair. He's worked up. ,0.6
ROSE,Character,Hi. Where have you been? ,0.0
CHRIS,Character,"Out. Taking pictures. Hey, so I think your mom hypnotised me last night. ",0.0
ROSE,Character,"Wait, what? ",0.0
CHRIS,Character,,0.0
(HAZY),Scene,"I think I snuck out for a smoke, and she caught me and offered? I don't know. I must have agreed to it `cause the thing just made me nauseous. ",0.0
ROSE,Character,"Okay. Well then that's good, right? 46. ",0.49523809523809526
CHRIS,Character,"No, not good. I can barely remember any of it even happening; I don't like that. Plus I had these fucked up dreams. ",-0.3
ROSE,Character,That happened to me too. ,0.0
CHRIS,Character,What did? ,0.0
ROSE,Character,"The nightmares. When I was a kid. She hypnotized me once for stage fright, and I had the craziest nightmares, but it worked... She wraps herself up in Chris' arms. Chris thinks. ",0.0
CHRIS,Character,"And, what's the deal with the help? ",0.0
ROSE,Character,Like... The iced tea thing? Yeah that was weird. ,-0.5
CHRIS,Character,"That, but also the lawn-mower guy creepin' me the fuck out too. ",-0.4
ROSE,Character,Why? Did he say something? ,0.0
CHRIS,Character,"It's not what he says, it's how he says it. You know? ",0.0
ROSE,Character,"Yeah, something about them seems... different. Out the window, A CAR DRIVES onto the front yard. Rose hears and looks. ",0.3
ROSE (CONT'D),Scene,"They're here. Chris looks as well. A car parks on the front lawn. A Chauffer gets out and opens the backseat passenger door. A well-trained Husky service dog exits the car followed by JIM HUDSON, 57. Jim is blind and has slicked back grey hair. 47. ",-0.18333333333333335
FRONT YARD - NOON,Scene,Bird's-eye view. Walter helps direct 12 expensive cars onto a makeshift parking lot on the front lawn. Wealthy guests emerge from each one. ,0.033333333333333326
BACKYARD - NOON,Scene,"The party is in full swing. The 30 or so guests mingle excitedly. They are all white except for one Japanese man. Through the kitchen window, Georgina fixes food and helps occupy four white children by helping them make Hors d'oeuvres. Rose and Chris get a drink at the bar. They walk through the party. Missy mingles with some guests. She makes eye contact with Chris and winks. He looks away. Chris and Rose are stopped by GORDON GREENE, 68, and his wife EMILY GREENE, 67. Gordon is a cute man with a cane and impish excitement. Emily is pretty and birdlike. They watch Chris intently and smile from ear to ear. Gordon shakes Chris' hand thoroughly. ",0.2975
GORDON,Character,"Nice to meet you, Chris. Nice to meet you indeed. ",0.6
(TO EMILY),Scene,Good grip. ,0.7
CHRIS,Character,Thanks. You too. ,0.2
GORDON,Character,You ever play golf? ,0.0
CHRIS,Character,"Once, actually; a few years ago. I wasn't very good. ",0.355
EMILY,Character,Gordon was a professional golfer for years. ,0.1
CHRIS,Character,Oh? No kidding. ,0.0
GORDON,Character,"Can't quite swing the hips like I used to though. You know, I met Tiger. 48. Rose and Chris share a subtle smirk. ",0.13333333333333333
ROSE CHRIS,Character,"Wow, that's great. Cool. ",0.4166666666666667
EMILY,Character,Gordon loves Tiger. ,0.0
GORDON,Character,"Best I've ever seen. Ever, hands down. Let's see your form. ",0.4222222222222222
CHRIS,Character,Me? I could barely hit the thing. ,0.05
GORDON,Character,Show me... Chris does. ,0.0
GORDON (CONT'D),Scene,If I knew what I know now at your age? Now then I could really play. ,0.2
CHRIS,Character,It'd be kind of a waste of time travel though. They laugh. ,0.2333333333333333
BACKYARD - LATER,Scene,"Chris and Rose speak to NELSON DEETS, 82, who's smiles in a wheelchair with his jaw hanging, and LISA DEETS, 54, a loose- lipped trophy wife smiles at Chris in a predatory manner. They have Dutch accents. ",0.2615384615384615
LISA,Character,,0.0
(TO ROSE),Scene,How handsome is he? ,0.5
ROSE,Character,Extremely. Lisa squeezes Chris' bicep. A bit too familiar. ,0.125
LISA,Character,"Not bad huh, Nelson? ",0.3499999999999999
NELSON,Character,Eh? 49. ,0.0
LISA,Character,,0.0
(TO ROSE),Scene,"So, is it true? The love making. Is it better? Rose cackles at the bluntness of the question. Chris almost chokes on his drink. Lisa continues to size Chris up. ",0.48750000000000004
CHRIS,Character,Wow. Um.. ,0.1
LISA,Character,,0.0
(TO ROSE),Scene,I'm being too forward? ,0.0
ROSE,Character,We'll talk later. ,0.0
CHRIS,Character,"Oh, will you now? ",0.0
BACKYARD - LATER,Scene,"Chris and Rose talk to PARKER DRAY, 60, and APRIL DRAY, 57. They are an overweight, rose-cheeked tipsy wasp couple. Chris and Rose try to mask boredom and annoyance. ",0.6
APRIL,Character,Who even cares about skin color? My God. ,0.0
CHRIS,Character,Right. I mean-- ,-0.01339285714285715
PARKER,Character,"The world cares, April. But it's not a question of physical superiority, it's ""What skin color is more culturally advantageous?"" As Parker drones on Chris looks around the party. Dean schmoozes animatedly with two couples. He quickly scans the party, finds Chris and points him out. The two couples wave and smile giddily. They had all just been talking about him. Chris pretends to not see this. ",0.24666666666666667
ROSE,Character,"""Advantageous?"" Suddenly, Chris sees another black guy walking through the crowd. Relief. It is Andre, the jogger from the first scene, but he's very different than before. 50. He seems glazed-over with the same frozen smile as Walter and Georgina, and wears a particularly square ascot and golfing hat. ",0.07857142857142856
PARKER,Character,"Fairer skin is has been in favor' the last couple of thousands of years, but the pendulum has swung back again hasn't it..? ",0.0
CHRIS,Character,I'm sorry. I'm going to get another drink. Chris walks away. ,-0.5
PARKER,Character,I didn't mean to offend him. ,-0.3125
ROSE,Character,Really? `Cause you have yet to say anything that's not a blanket statement about race. ,0.2
PARKER,Character,"Now, Rose.-- ",0.6
BACKYARD - MOMENTS LATER,Scene,Andre stands by the bar and makes himself a Martini. Chris approaches him. ,0.0
CHRIS,Character,"It's good to see another brother around here. Andre turns to face Chris neatly. Andre's voice is completely different from the first scene. There is no longer any trace of an urban dialect. He speaks in a lower pitch and slow, enunciating his words precisely. ",0.17499999999999996
ANDRE,Character,"Yes, of course it is. Chris expects Andre to engage more. He doesn't. He just stares at him smiling. ",0.5
CHRIS,Character,Who do you know? ,0.0
ANDRE,Character,"Why, the Armitage's of course. We're friends of the family. 51. PHIL, 65, a craggy effeminate man with manicured eyebrows, cuts between them. ",0.0
PHIL,Character,,0.0
(TO ANDRE),Scene,"There you are. Here, put this somewhere. Phil hands his napkin to Andre who pockets it obediently. Phil places his hand on Andre's back possessively. ",0.2
PHIL (CONT'D),Scene,,0.0
(TO CHRIS),Scene,"Oh, hello. I'm Phil... and you are...? ",0.0
CHRIS,Character,Chris. Rose's boyfriend. ,0.6
PHIL,Character,Fantastic. Logan and I know Rose very well. ,0.39999999999999997
ANDRE,Character,"I'm sorry, where are my manners. Logan, Logan King. ",-0.5
(TO PHIL),Scene,Chris was just telling me that he felt more comfortable with my being here. Chris is let down. Andre isn't what he had hoped. ,0.24814814814814815
PHIL,Character,"That's nice. Logan, I hate to tear you away, dear, but the Wincott's were asking about you. ",-0.10000000000000003
ANDRE/LOGAN,Character,"Ah, well it was nice meeting you Chris. ",0.6
CHRIS,Character,"Sure. Chris holds out his fist for Andre/Logan to bump. Andre/Logan shakes Chris' fist and then, realizing his error fist bumps him like it's the first time. Andre/Logan and Phil laugh and walk away. They join a small group of people who applaud Andre's arrival. Andre does a little spin showing off his clothes. 52. ",0.12250000000000001
BACKYARD - MOMENTS LATER,Scene,Chris comes back to Rose. He is more creeped out and agitated. ,0.3666666666666667
ROSE,Character,Where's your drink? ,0.0
CHRIS,Character,"What? Oh, I forgot. Dean projects over the crowd. ",0.0
